time,temp,wdir,wspd,wgst,pres,rain
1351644899,45.6,222,6,7.0,29.49,0.33
1351645199,45.5,255,3,6.0,29.50,0.33
1351645501,45.3,263,5,6.0,29.50,0.33
1351645799,45.1,255,7,10.0,29.50,0.33
1351646101,45,246,4,4.0,29.50,0.33
1351646400,44.9,259,3,7.0,29.50,0.33
1351646700,44.8,271,4,6.0,29.50,0.33
1351646997,44.7,252,7,10.0,29.50,0.33
1351647299,44.7,266,5,10.0,29.50,0.33
1351647599,44.7,239,4,7.0,29.50,0.33
1351647899,44.7,269,3,7.0,29.50,0.33
1351648200,44.7,212,5,9.0,29.50,0.33
1351648500,44.7,248,6,6.0,29.50,0.33
1351648800,44.6,248,2,4.0,29.50,0.33
1351649099,44.6,249,2,4.0,29.50,0.33
1351649396,44.5,242,5,5.0,29.50,0.33
1351649698,44.5,224,6,6.0,29.50,0.33
1351649998,44.3,255,3,6.0,29.50,0.33
1351650298,44.2,246,3,5.0,29.50,0.33
1351650595,44,257,5,6.0,29.50,0.33
1351650899,44,252,4,4.0,29.50,0.33
1351651197,44,274,3,3.0,29.50,0.33
1351651499,44,224,4,6.0,29.50,0.33
1351651800,44,243,3,3.0,29.50,0.33
1351652099,44,239,7,8.0,29.50,0.33
1351652398,44.1,249,6,9.0,29.51,0.33
1351652700,44.1,243,4,6.0,29.51,0.33
1351652999,44,246,5,7.0,29.51,0.33
1351653300,43.9,228,4,7.0,29.51,0.33
1351653600,43.8,252,8,8.0,29.51,0.33
1351653900,43.7,264,6,8.0,29.51,0.33
1351654199,43.6,248,6,7.0,29.51,0.33
1351654499,43.5,246,4,6.0,29.51,0.33
1351654800,43.5,256,6,7.0,29.51,0.33
1351655099,43.5,278,5,6.0,29.51,0.33
1351655397,43.5,252,4,7.0,29.51,0.33
1351655700,43.3,285,3,5.0,29.51,0.33
1351655999,43.3,246,3,4.0,29.51,0.00
1351656297,43.2,241,2,4.0,29.51,0.00
1351656601,43.1,256,4,5.0,29.51,0.00
1351656899,43,222,3,4.0,29.51,0.00
1351657201,42.9,240,2,2.0,29.51,0.00
1351657497,42.9,224,2,3.0,29.51,0.00
1351657800,42.8,243,3,3.0,29.51,0.00
1351658100,42.8,252,2,2.0,29.51,0.00
1351658397,42.7,266,1,1.0,29.51,0.00
1351658700,42.6,235,1,1.0,29.51,0.00
1351658999,42.6,255,2,2.0,29.51,0.00
1351659297,42.5,245,1,2.0,29.51,0.00
1351659598,42.5,248,0,0,29.51,0.00
1351659897,42.5,246,0,1.0,29.51,0.00
1351660200,42.4,249,1,1.0,29.51,0.00
1351660500,42.5,249,0,0,29.51,0.00
1351660800,42.4,249,0,0,29.51,0.00
1351661100,42.3,248,0,0,29.51,0.00
1351661401,42.2,248,0,1.0,29.51,0.00
1351661699,42.2,248,0,0,29.51,0.00
1351661998,42.2,249,0,0,29.51,0.00
1351662301,42.1,249,1,1.0,29.51,0.00
1351662600,42,249,0,0,29.51,0.00
1351662899,41.9,250,0,0,29.51,0.00
1351663199,41.8,249,0,0,29.50,0.00
1351663500,41.8,249,0,0,29.50,0.00
1351663797,41.8,249,0,0,29.50,0.00
1351664099,41.8,250,0,0,29.50,0.00
1351664400,41.8,249,0,0,29.50,0.00
1351664700,41.9,249,0,1.0,29.50,0.00
1351664998,42,248,0,1.0,29.50,0.00
1351665301,42.2,221,0,1.0,29.50,0.00
1351665600,42.4,229,2,2.0,29.50,0.00
1351665900,42.5,233,1,1.0,29.50,0.00
1351666201,42.7,218,1,2.0,29.50,0.00
1351666499,42.8,248,2,2.0,29.50,0.00
1351666793,42.9,256,1,2.0,29.51,0.00
1351667099,43,254,2,3.0,29.51,0.00
1351667400,43,255,2,2.0,29.51,0.00
1351667699,43.1,252,1,2.0,29.51,0.00
1351668000,43.2,243,1,2.0,29.51,0.00
1351668299,43.2,251,1,1.0,29.51,0.00
1351668600,43.3,254,1,1.0,29.51,0.00
1351668900,43.4,246,2,2.0,29.51,0.00
1351669200,43.5,237,1,1.0,29.51,0.00
1351669501,43.6,246,3,3.0,29.51,0.00
1351669799,43.6,256,2,5.0,29.51,0.00
1351670101,43.7,250,3,3.0,29.51,0.00
1351670400,43.7,259,3,5.0,29.51,0.00
1351670701,43.7,257,2,3.0,29.51,0.00
1351671000,43.8,239,3,4.0,29.51,0.00
1351671301,43.8,262,2,4.0,29.51,0.00
1351671601,43.7,240,2,3.0,29.51,0.00
1351671899,43.7,252,2,2.0,29.51,0.00
1351672198,43.6,242,3,3.0,29.51,0.00
1351672500,43.5,287,2,3.0,29.51,0.00
1351672800,43.4,267,3,3.0,29.51,0.00
1351673100,43.2,277,2,4.0,29.51,0.00
1351673401,43.2,277,2,3.0,29.51,0.00
1351673700,43.1,276,1,2.0,29.51,0.00
1351673999,43.1,231,3,3.0,29.52,0.00
1351674300,43.2,246,2,3.0,29.52,0.00
1351674600,43.3,255,2,4.0,29.52,0.00
1351674898,43.3,250,3,3.0,29.52,0.00
1351675199,43.3,243,2,2.0,29.52,0.00
1351675500,43.3,246,1,2.0,29.52,0.00
1351675800,43.3,233,1,3.0,29.52,0.00
1351676099,43.3,257,1,2.0,29.52,0.00
1351676402,43.3,243,2,3.0,29.52,0.00
1351676699,43.4,224,1,2.0,29.52,0.00
1351677000,43.3,229,2,3.0,29.52,0.00
1351677299,43.3,224,1,2.0,29.52,0.00
1351677598,43.3,235,1,1.0,29.54,0.00
1351677901,43.2,246,2,3.0,29.54,0.00
1351678201,43.2,235,3,3.0,29.54,0.00
1351678497,43.2,254,2,2.0,29.54,0.00
1351678800,43.2,254,2,2.0,29.54,0.00
1351679100,43.1,245,3,3.0,29.54,0.00
1351679399,43.1,256,3,4.0,29.54,0.00
1351679700,43.2,258,2,3.0,29.54,0.00
1351680001,43.2,244,3,4.0,29.54,0.00
1351680300,43.1,242,5,5.0,29.54,0.00
1351680602,43.1,259,4,5.0,29.54,0.00
1351680901,42.9,255,3,4.0,29.54,0.00
1351681197,42.7,267,5,5.0,29.55,0.00
1351681501,42.5,267,2,4.0,29.55,0.00
1351681799,42.3,266,3,5.0,29.55,0.00
1351682097,42.2,256,2,4.0,29.55,0.00
1351682400,42,243,4,6.0,29.55,0.00
1351682699,41.9,241,4,5.0,29.55,0.00
1351682998,42,254,3,4.0,29.55,0.00
1351683300,42,260,2,3.0,29.55,0.00
1351683601,42,243,3,3.0,29.55,0.00
1351683899,42.2,253,3,3.0,29.55,0.00
1351684199,42.4,248,2,4.0,29.55,0.00
1351684499,42.5,259,3,3.0,29.55,0.00
1351684799,42.7,252,4,4.0,29.57,0.00
1351685101,42.8,239,2,3.0,29.57,0.00
1351685400,42.9,255,2,4.0,29.57,0.00
1351685698,43,226,2,2.0,29.57,0.00
1351686000,43.1,252,2,2.0,29.57,0.00
1351686298,43.1,243,2,2.0,29.57,0.00
1351686599,43.3,281,1,2.0,29.57,0.00
1351686899,43.5,244,3,4.0,29.57,0.00
1351687199,43.9,248,2,3.0,29.57,0.00
1351687499,44.3,270,3,4.0,29.57,0.00
1351687801,44.5,285,5,6.0,29.57,0.00
1351688100,44.7,239,6,7.0,29.57,0.00
1351688395,44.7,262,3,4.0,29.58,0.00
1351688701,44.8,264,4,6.0,29.58,0.00
1351689000,44.8,239,3,5.0,29.58,0.00
1351689297,44.9,274,6,10.0,29.58,0.00
1351689600,45,249,7,9.0,29.58,0.00
1351689900,45.1,276,3,3.0,29.58,0.00
1351690197,45.5,290,6,7.0,29.58,0.00
1351690499,45.4,304,3,8.0,29.58,0.00
1351690798,45.6,269,8,8.0,29.58,0.00
1351691100,45.5,288,4,5.0,29.58,0.00
1351691401,45.6,269,7,10.0,29.58,0.00
1351691699,45.8,265,4,7.0,29.58,0.00
1351691995,46.1,281,5,6.0,29.59,0.00
1351692299,46.5,261,4,6.0,29.59,0.00
1351692597,46.8,284,7,12.0,29.59,0.00
1351692897,46.9,291,3,7.0,29.59,0.00
1351693199,47.3,285,9,10.0,29.59,0.00
1351693500,47.5,273,10,14.0,29.59,0.00
1351693798,48.1,241,4,9.0,29.59,0.00
1351694097,48.5,264,9,12.0,29.59,0.00
1351694399,49.1,255,7,14.0,29.59,0.00
1351694698,49.1,270,6,9.0,29.59,0.00
1351695000,49.5,290,9,14.0,29.59,0.00
1351695301,49.3,238,6,11.0,29.59,0.00
1351695597,49,285,7,9.0,29.59,0.00
1351695900,48.8,294,7,10.0,29.59,0.00
1351696198,48.8,270,13,13.0,29.59,0.00
1351696501,48.5,294,9,11.0,29.59,0.00
1351696801,48.6,253,10,11.0,29.59,0.00
1351697100,48.9,249,8,9.0,29.59,0.00
1351697399,49.1,228,5,8.0,29.59,0.00
1351697700,49.1,297,8,8.0,29.59,0.00
1351697999,49.1,252,3,4.0,29.59,0.00
1351698299,49.8,271,6,7.0,29.59,0.00
1351698600,50.5,316,9,11.0,29.59,0.00
1351698900,50.8,276,6,6.0,29.59,0.00
1351699197,51,283,6,7.0,29.58,0.00
1351699497,50.6,267,13,14.0,29.58,0.00
1351699797,50.8,238,9,9.0,29.58,0.00
1351700099,51.1,272,16,16.0,29.58,0.00
1351700399,51,271,14,14.0,29.58,0.00
1351700699,50.7,288,11,12.0,29.58,0.00
1351700998,50.5,273,7,15.0,29.58,0.00
1351701296,50.4,254,10,13.0,29.58,0.00
1351701600,50.3,280,10,16.0,29.58,0.00
1351701900,50.5,280,10,12.0,29.58,0.00
1351702201,51,285,7,8.0,29.58,0.00
1351702498,51.5,250,14,16.0,29.58,0.00
1351702791,52.1,270,11,18.0,29.56,0.00
1351703096,52.2,278,5,11.0,29.56,0.00
1351703399,52.6,257,8,14.0,29.56,0.00
1351703698,52.8,267,8,9.0,29.56,0.00
1351703998,52.8,259,10,17.0,29.56,0.00
1351704299,52.5,276,5,11.0,29.56,0.00
1351704598,52.8,288,9,10.0,29.56,0.00
1351704899,52.8,271,9,11.0,29.56,0.00
1351705199,52.8,239,6,7.0,29.56,0.00
1351705497,53.2,297,12,12.0,29.56,0.00
1351705799,53.4,283,9,14.0,29.56,0.00
1351706098,53.2,274,6,14.0,29.56,0.00
1351706396,53.1,244,11,15.0,29.56,0.00
1351706699,53,231,12,12.0,29.56,0.00
1351706999,52.8,293,11,12.0,29.56,0.00
1351707298,52.6,219,11,11.0,29.56,0.00
1351707598,52.4,288,12,14.0,29.56,0.00
1351707898,52.2,277,6,12.0,29.56,0.00
1351708198,52.1,276,4,6.0,29.56,0.00
1351708498,51.8,259,6,11.0,29.56,0.00
1351708799,51.7,280,10,11.0,29.56,0.00
1351709100,51.4,295,5,6.0,29.56,0.00
1351709401,51.3,283,5,7.0,29.56,0.00
1351709699,51.1,278,5,8.0,29.56,0.00
1351709997,51,258,6,9.0,29.56,0.00
1351710294,51.1,290,6,8.0,29.56,0.00
1351710600,51.2,294,3,8.0,29.56,0.00
1351710899,51.2,274,4,4.0,29.56,0.00
1351711199,51,252,5,9.0,29.56,0.00
1351711499,51.1,264,4,7.0,29.56,0.00
1351711799,50.9,277,12,12.0,29.56,0.00
1351712101,50.8,251,10,11.0,29.56,0.00
1351712400,50.8,280,3,6.0,29.56,0.00
1351712697,50.9,290,6,11.0,29.56,0.00
1351713000,51,274,6,8.0,29.56,0.00
1351713293,51,309,6,8.0,29.56,0.00
1351713598,50.9,285,5,6.0,29.56,0.00
1351713899,50.8,270,8,8.0,29.56,0.00
1351714197,50.8,267,7,9.0,29.57,0.00
1351714499,50.8,246,3,4.0,29.57,0.00
1351714800,50.8,246,3,8.0,29.57,0.00
1351715099,50.8,245,5,7.0,29.57,0.00
1351715395,50.8,267,4,5.0,29.57,0.00
1351715700,50.7,267,6,7.0,29.57,0.00
1351716000,50.5,239,1,4.0,29.57,0.00
1351716296,50.4,270,7,8.0,29.57,0.00
1351716599,50.3,272,1,3.0,29.57,0.00
1351716898,50.2,287,5,5.0,29.57,0.00
1351717196,50.2,297,4,4.0,29.57,0.00
1351717503,50.2,263,3,3.0,29.58,0.00
1351717799,50.1,271,1,3.0,29.58,0.00
1351718099,50.1,255,2,2.0,29.58,0.00
1351718400,50.1,231,3,3.0,29.58,0.00
1351718701,50,249,3,3.0,29.58,0.00
1351718997,50,252,2,2.0,29.58,0.00
1351719298,50,241,1,1.0,29.58,0.00
1351719600,50,257,1,2.0,29.58,0.00
1351719899,49.9,242,1,1.0,29.58,0.00
1351720200,49.9,251,2,2.0,29.58,0.00
1351720501,49.8,250,1,2.0,29.58,0.00
1351720796,49.6,255,1,1.0,29.60,0.00
1351721099,49.6,231,1,2.0,29.60,0.00
1351721400,49.5,248,1,2.0,29.60,0.00
1351721698,49.4,225,1,2.0,29.60,0.00
1351721999,49.2,207,1,1.0,29.60,0.00
1351722299,48.8,200,0,1.0,29.60,0.00
1351722598,48.6,201,0,1.0,29.60,0.00
1351722901,48.4,204,0,1.0,29.60,0.00
1351723201,48.3,205,1,1.0,29.60,0.00
1351723495,48.1,204,1,1.0,29.60,0.00
1351723800,48.1,221,1,1.0,29.60,0.00
1351724102,48.1,222,1,1.0,29.60,0.00
1351724393,48,221,1,1.0,29.62,0.00
1351724700,48,232,1,1.0,29.62,0.00
1351725000,48,228,1,1.0,29.62,0.00
1351725299,47.8,225,0,0,29.62,0.00
1351725599,47.7,229,0,1.0,29.62,0.00
1351725901,47.7,249,1,2.0,29.62,0.00
1351726199,47.7,248,1,1.0,29.62,0.00
1351726501,47.8,236,0,1.0,29.62,0.00
1351726798,47.9,222,0,0,29.62,0.00
1351727096,47.7,219,1,1.0,29.62,0.00
1351727400,47.7,219,1,2.0,29.62,0.00
1351727701,47.5,222,1,1.0,29.62,0.00
1351727998,47.5,248,2,2.0,29.62,0.00
1351728299,47.5,257,1,1.0,29.62,0.00
1351728599,47.6,246,1,1.0,29.62,0.00
1351728898,47.6,250,0,1.0,29.62,0.00
1351729201,47.5,245,1,1.0,29.62,0.00
1351729500,47.3,260,0,1.0,29.62,0.00
1351729799,47.1,260,1,1.0,29.62,0.00
1351730097,47,246,0,1.0,29.62,0.00
1351730400,46.9,249,0,1.0,29.62,0.00
1351730734,46.8,249,1,1.0,29.62,0.00
1351731000,46.8,233,0,0,29.62,0.00
1351731299,46.8,233,0,0,29.62,0.00
1351731599,46.8,235,1,1.0,29.63,0.00
